,Лига,Клуб,Имя,Номер игрока,Возраст,Позиция,Сыгранные матчи,Играл в основном составе,Завершенные матчи,Начинал со скамейки,Провел игру на скамейке,Кол-во минут,Желтые карточки,Красные карточки,Голы
2771,Serie A,Napoli,Younes,34,26,Полузащитник,9,1,0,8,19,169,1,0,1
2772,Serie A,Napoli,Malcuit,2,28,Правый защитник,4,3,2,1,9,256,0,0,0
2773,Serie A,Napoli,Gaetano,70,19,Полузащитник,0,0,0,0,19,0,0,0,0
2774,Serie A,Napoli,Tonelli,62,29,Центральный защитник,0,0,0,0,9,0,0,0,0
2775,Serie A,Napoli,Leandrinho,98,21,Нападающий,0,0,0,0,5,0,0,0,0
2776,Serie A,Napoli,Daniele,15,17,Вратарь,0,0,0,0,3,0,0,0,0
2777,Serie A,Napoli,Verdi,9,27,Нападающий,0,0,0,0,2,0,0,0,0
2778,Serie A,Napoli,Chiricheș,21,30,Центральный защитник,0,0,0,0,1,0,0,0,0
2779,Serie A,Napoli,Idasiak,16,17,Вратарь,0,0,0,0,1,0,0,0,0
2780,Serie A,Napoli,Ounas,11,23,Нападающий,0,0,0,0,0,0,0,0,0
2781,Serie A,Sassuolo,Consigli,47,32,Вратарь,31,31,31,0,2,2790,1,0,-55
2782,Serie A,Sassuolo,Toljan,22,25,Правый защитник,29,25,19,4,3,2188,8,0,1
2783,Serie A,Sassuolo,Kyriakopoulos,77,23,Левый защитник,26,17,14,9,10,1638,4,0,0
2784,Serie A,Sassuolo,Ferrari,31,27,Центральный защитник,23,21,20,2,5,1896,5,0,0
2785,Serie A,Sassuolo,Marlon,2,24,Центральный защитник,23,21,18,2,9,1819,8,0,0
2786,Serie A,Sassuolo,Locatelli,73,21,Полузащитник,33,31,17,2,4,2597,9,0,0
2787,Serie A,Sassuolo,Boga,7,22,Полузащитник,34,28,14,6,1,2522,0,0,11
2788,Serie A,Sassuolo,Traoré,23,19,Полузащитник,31,20,5,11,4,1575,3,0,4
2789,Serie A,Sassuolo,Djuričić,10,27,Полузащитник,29,19,3,10,4,1639,6,0,5
2790,Serie A,Sassuolo,Caputo,9,32,Нападающий,36,33,25,3,1,2936,3,0,21
2791,Serie A,Sassuolo,Berardi,25,25,Нападающий,31,29,17,2,1,2504,6,1,14
2792,Serie A,Sassuolo,Pegolo,56,38,Вратарь,5,5,5,0,27,450,0,0,-4
2793,Serie A,Sassuolo,Obiang,14,27,Полузащитник,25,18,16,7,3,1670,10,0,1
2794,Serie A,Sassuolo,Peluso,13,35,Левый защитник,23,17,13,6,14,1512,5,1,0
2795,Serie A,Sassuolo,Müldür,17,20,Правый защитник,24,13,8,11,14,1268,4,0,2
2796,Serie A,Sassuolo,Magnanelli,4,35,Полузащитник,22,15,12,7,11,1393,5,0,0
2797,Serie A,Sassuolo,Turati,63,18,Вратарь,2,2,2,0,17,180,0,0,-4
2798,Serie A,Sassuolo,Romagna,19,22,Центральный защитник,18,16,15,2,5,1476,3,0,0
2799,Serie A,Sassuolo,Bourabia,68,28,Полузащитник,17,10,7,7,12,921,6,1,1
2800,Serie A,Sassuolo,Rogério,6,21,Левый защитник,15,12,3,3,7,1021,6,0,1
2801,Serie A,Sassuolo,Defrel,11,28,Нападающий,17,9,4,8,4,977,1,0,3
2802,Serie A,Sassuolo,Duncan,8,26,Полузащитник,13,10,4,3,5,846,3,0,1
2803,Serie A,Sassuolo,Raspadori,18,19,Нападающий,11,2,0,9,27,258,0,0,2
2804,Serie A,Sassuolo,Chiricheș,21,30,Центральный защитник,9,8,6,1,5,708,0,0,0
2805,Serie A,Sassuolo,Haraslín,27,23,Полузащитник,11,4,0,7,5,381,1,0,1
2806,Serie A,Sassuolo,Magnani,32,24,Центральный защитник,8,1,0,7,7,140,1,0,1
2807,Serie A,Sassuolo,Ghion,44,19,Полузащитник,3,0,0,3,18,45,0,0,0
2808,Serie A,Sassuolo,Tripaldelli,33,20,Центральный защитник,2,1,1,1,14,134,0,0,0
2809,Serie A,Sassuolo,Piccinini,35,17,Центральный защитник,1,0,0,1,19,8,0,0,0
2810,Serie A,Sassuolo,Manzari,53,19,Полузащитник,3,0,0,3,5,14,0,0,0
2811,Serie A,Sassuolo,Mazzitelli,36,24,Полузащитник,1,0,0,1,13,11,0,0,0
2812,Serie A,Sassuolo,Russo,64,18,Вратарь,0,0,0,0,16,0,0,0,0
2813,Serie A,Sassuolo,Mercati,57,17,Полузащитник,0,0,0,0,5,0,0,0,0
2814,Serie A,Sassuolo,Goldaniga,3,26,Центральный защитник,0,0,0,0,2,0,0,0,0
2815,Serie A,Sassuolo,Brignola,99,20,Нападающий,0,0,0,0,2,0,0,0,0
2816,Serie A,Sassuolo,Pellegrini,51,19,Нападающий,0,0,0,0,2,0,0,0,0
2817,Serie A,Sassuolo,Matri,32,35,Нападающий,0,0,0,0,1,0,0,0,0
2818,Serie A,Sassuolo,Gravillon,5,21,Центральный защитник,0,0,0,0,1,0,0,0,0
2819,Serie A,Sassuolo,Aurelio,55,19,Левый защитник,0,0,0,0,1,0,0,0,0
2820,Serie A,Sassuolo,Oddei,50,17,Центральный нападающий,0,0,0,0,1,0,0,0,0
2821,Serie A,Sassuolo,Kolaj,72,20,Нападающий,0,0,0,0,0,0,0,0,0
2822,Serie A,Hellas Verona,Silvestri,1,28,Вратарь,35,35,35,0,3,3150,2,0,-43
2823,Serie A,Hellas Verona,Rrahmani,13,25,Центральный защитник,36,36,35,0,1,3229,5,0,0
2824,Serie A,Hellas Verona,Faraoni,5,28,Центральный защитник,36,36,35,0,0,3229,6,0,5
2825,Serie A,Hellas Verona,Kumbulla,24,19,Центральный защитник,25,25,16,0,3,1958,6,1,1
2826,Serie A,Hellas Verona,Günter,21,25,Центральный защитник,32,31,28,1,4,2735,7,0,0
2827,Serie A,Hellas Verona,Zaccagni,20,24,Центральный защитник,34,26,7,8,2,2125,5,0,2
2828,Serie A,Hellas Verona,Lazović,88,29,Полузащитник,38,37,28,1,0,3247,4,0,3
2829,Serie A,Hellas Verona,Amrabat,34,23,Полузащитник,34,33,22,1,0,2929,10,2,1
2830,Serie A,Hellas Verona,Miguel Veloso,4,33,Полузащитник,34,32,25,2,0,2816,6,0,3
2831,Serie A,Hellas Verona,Pessina,32,22,Полузащитник,35,27,21,8,0,2487,7,0,7
2832,Serie A,Hellas Verona,Verre,14,25,Полузащитник,32,22,2,10,5,1785,4,0,3
2833,Serie A,Hellas Verona,Radunović,96,23,Вратарь,3,3,3,0,32,270,1,0,-8
2834,Serie A,Hellas Verona,Di Carmine,10,31,Нападающий,22,17,3,5,9,1302,3,0,8
2835,Serie A,Hellas Verona,Stępiński,9,24,Нападающий,21,7,2,14,14,697,3,1,3
2836,Serie A,Hellas Verona,Salcedo,29,18,Нападающий,17,7,0,10,6,677,0,0,1
2837,Serie A,Hellas Verona,Empereur,33,25,Центральный защитник,13,8,7,5,19,852,3,0,0
2838,Serie A,Hellas Verona,Berardi,22,28,Вратарь,0,0,0,0,38,0,0,0,0
2839,Serie A,Hellas Verona,Dawidowicz,27,24,Полузащитник,15,7,4,8,9,691,3,2,1
2840,Serie A,Hellas Verona,Borini,16,28,Нападающий,14,9,2,5,1,810,1,1,3
2841,Serie A,Hellas Verona,Dimarco,23,22,Левый защитник,13,5,2,8,5,516,1,0,0
2842,Serie A,Hellas Verona,Pazzini,11,35,Нападающий,15,1,0,14,13,295,0,0,4
2843,Serie A,Hellas Verona,Badu,7,29,Нападающий,10,2,1,8,9,224,2,0,0
2844,Serie A,Hellas Verona,Adjapong,98,21,Правый защитник,5,2,2,3,26,228,0,0,0
2845,Serie A,Hellas Verona,Bocchetti,15,33,Центральный защитник,5,3,1,2,19,303,2,0,0
2846,Serie A,Hellas Verona,Eysseric,8,27,Полузащитник,6,3,1,3,6,352,3,0,0
2847,Serie A,Hellas Verona,Tutino,66,23,Нападающий,6,2,0,4,9,223,0,0,0
2848,Serie A,Hellas Verona,Henderson,8,23,Полузащитник,4,2,1,2,13,195,1,0,0
2849,Serie A,Hellas Verona,Lucas Felippe,18,19,Полузащитник,2,0,0,2,14,26,0,0,0
2850,Serie A,Hellas Verona,Vitale,3,32,Нападающий,2,0,0,2,13,39,0,0,0
2851,Serie A,Hellas Verona,Danzi,25,20,Полузащитник,1,0,0,1,16,1,0,0,0
2852,Serie A,Hellas Verona,Lovato,6,19,Центральный защитник,1,0,0,1,6,8,0,0,0
2853,Serie A,Hellas Verona,Wesley,30,19,Правый защитник,0,0,0,0,8,0,0,0,0
2854,Serie A,Hellas Verona,Terracciano,28,16,Полузащитник,0,0,0,0,8,0,0,0,0
2855,Serie A,Hellas Verona,Tupta,19,21,Нападающий,0,0,0,0,3,0,0,0,0
2856,Serie A,Hellas Verona,Traoré,16,19,Нападающий,0,0,0,0,2,0,0,0,0
2857,Serie A,Hellas Verona,Jočić,19,18,Полузащитник,0,0,0,0,2,0,0,0,0
2858,Serie A,Hellas Verona,Pierobon,31,17,Полузащитник,0,0,0,0,1,0,0,0,0
2859,Serie A,Hellas Verona,Marrone,6,29,Полузащитник,0,0,0,0,1,0,0,0,0
2860,Serie A,Hellas Verona,Di Gaudio,23,30,Нападающий,0,0,0,0,0,0,0,0,0
2861,Serie A,Hellas Verona,Ragusa,90,29,Полузащитник,0,0,0,0,0,0,0,0,0
2862,Serie A,Hellas Verona,Crescenzi,17,28,Центральный защитник,0,0,0,0,0,0,0,0,0
2863,Serie A,Hellas Verona,Bessa,12,26,Полузащитник,0,0,0,0,0,0,0,0,0
2864,Serie A,Hellas Verona,Lee,9,21,Нападающий,0,0,0,0,0,0,0,0,0
2865,Serie A,Hellas Verona,Borghetto,99,20,Вратарь,0,0,0,0,0,0,0,0,0
2866,Serie A,Fiorentina,Drągowski,69,22,Вратарь,31,31,31,0,2,2790,1,0,-43
2867,Serie A,Fiorentina,Lirola,21,22,Правый защитник,35,30,20,5,2,2653,4,0,0
2868,Serie A,Fiorentina,Milenković,4,22,Центральный защитник,37,36,36,1,0,3257,9,0,5
2869,Serie A,Fiorentina,Pezzella,20,28,Центральный защитник,33,33,30,0,1,2833,12,0,3
2870,Serie A,Fiorentina,Cáceres,22,32,Центральный защитник,27,27,25,0,5,2358,9,1,1
2871,Serie A,Fiorentina,Dalbert,29,26,Центральный защитник,31,29,20,2,4,2491,8,1,0
2872,Serie A,Fiorentina,Pulgar,78,25,Полузащитник,37,32,31,5,0,2946,9,0,7
2873,Serie A,Fiorentina,Castrovilli,8,22,Полузащитник,33,31,18,2,1,2684,10,0,3
2874,Serie A,Fiorentina,Badelj,5,30,Полузащитник,22,20,10,2,15,1593,2,1,1
2875,Serie A,Fiorentina,Chiesa,25,22,Нападающий,34,31,16,3,1,2649,7,0,10
2876,Serie A,Fiorentina,Ribéry,7,36,Нападающий,21,19,1,2,0,1425,3,0,3
2877,Serie A,Fiorentina,Terracciano,1,29,Вратарь,7,7,6,0,31,625,0,0,-5
2878,Serie A,Fiorentina,Vlahović,28,19,Нападающий,30,13,8,17,6,1489,4,1,6
2879,Serie A,Fiorentina,Ghezzal,18,27,Полузащитник,19,9,3,10,15,825,5,0,1
2880,Serie A,Fiorentina,Benassi,24,25,Полузащитник,18,10,6,8,12,976,1,0,1
2881,Serie A,Fiorentina,Venuti,23,24,Левый защитник,16,10,5,6,22,856,4,0,0
2882,Serie A,Fiorentina,Brancolini,33,18,Вратарь,1,0,0,1,13,5,0,0,0
2883,Serie A,Fiorentina,Cutrone,63,21,Центральный нападающий,19,9,0,10,1,838,1,0,4
2884,Serie A,Fiorentina,Ceccherini,17,27,Центральный защитник,15,8,6,7,23,831,3,0,0
2885,Serie A,Fiorentina,Sottil,11,20,Нападающий,18,4,0,14,20,506,3,0,0
2886,Serie A,Fiorentina,Duncan,88,26,Полузащитник,13,10,5,3,1,889,2,0,1
2887,Serie A,Fiorentina,Boateng,10,32,Нападающий,14,6,1,8,4,596,2,0,1
2888,Serie A,Fiorentina,Igor,3,21,Центральный защитник,9,6,5,3,8,609,2,0,0
2889,Serie A,Fiorentina,Kouamé,9,22,Нападающий,7,3,1,4,2,299,0,0,1
2890,Serie A,Fiorentina,Ranieri,6,20,Левый защитник,3,2,2,1,17,232,1,1,0
2891,Serie A,Fiorentina,Terzić,93,20,Левый защитник,2,0,0,2,29,7,0,0,0
2892,Serie A,Fiorentina,Agudelo,19,21,Полузащитник,3,1,0,2,13,63,0,0,0
2893,Serie A,Fiorentina,Żurkowski,27,22,Полузащитник,2,0,0,2,18,10,0,0,0
2894,Serie A,Fiorentina,Pedro,9,22,Центральный нападающий,4,0,0,4,7,59,0,0,0
2895,Serie A,Fiorentina,Cristóforo,15,26,Полузащитник,1,1,1,0,17,90,0,0,0
2896,Serie A,Fiorentina,Eysseric,16,27,Полузащитник,3,0,0,3,9,39,0,0,0
2897,Serie A,Fiorentina,Dalle Mura,32,17,Центральный защитник,1,0,0,1,8,1,0,0,0
2898,Serie A,Fiorentina,Maximiliano Olivera,15,27,Центральный защитник,1,0,0,1,1,8,0,0,0
2899,Serie A,Fiorentina,Rasmussen,32,22,Центральный защитник,0,0,0,0,3,0,0,0,0
2900,Serie A,Fiorentina,Cerofolini,79,20,Вратарь,0,0,0,0,3,0,0,0,0
2901,Serie A,Fiorentina,Tòfol Montiel,19,19,Полузащитник,0,0,0,0,3,0,0,0,0
2902,Serie A,Fiorentina,Medja,27,19,Полузащитник,0,0,0,0,2,0,0,0,0
2903,Serie A,Fiorentina,Chiorra,12,18,Вратарь,0,0,0,0,2,0,0,0,0
2904,Serie A,Fiorentina,Biraghi,3,27,Левый защитник,0,0,0,0,1,0,0,0,0
2905,Serie A,Fiorentina,Simeone,9,24,Нападающий,0,0,0,0,1,0,0,0,0
2906,Serie A,Fiorentina,Théréau,77,36,Нападающий,0,0,0,0,0,0,0,0,0
2907,Serie A,Fiorentina,Dabo,14,27,Полузащитник,0,0,0,0,0,0,0,0,0
2908,Serie A,Fiorentina,Schetino,30,25,Полузащитник,0,0,0,0,0,0,0,0,0
2909,Serie A,Fiorentina,Gori,35,20,Нападающий,0,0,0,0,0,0,0,0,0
2910,Serie A,Parma,Sepe,1,28,Вратарь,34,34,34,0,0,3060,1,0,-53
2911,Serie A,Parma,Darmian,36,30,Правый защитник,33,30,27,3,0,2685,6,0,1
2912,Serie A,Parma,Iacoponi,2,32,Центральный защитник,36,34,32,2,1,3053,7,0,2
2913,Serie A,Parma,Bruno Alves,22,38,Центральный защитник,33,31,27,2,0,2673,4,0,0
2914,Serie A,Parma,Gagliolo,28,29,Центральный защитник,32,31,22,1,3,2606,7,0,3
2915,Serie A,Parma,Kulusevski,44,19,Полузащитник,36,33,23,3,0,2937,3,0,10
2916,Serie A,Parma,Hernani,10,25,Полузащитник,32,27,19,5,0,2421,10,0,0
2917,Serie A,Parma,Kucka,33,32,Полузащитник,26,22,16,4,1,1934,5,1,6
2918,Serie A,Parma,Barilla,17,31,Полузащитник,26,20,9,6,8,1692,6,0,1
2919,Serie A,Parma,Gervinho,27,32,Нападающий,31,27,13,4,1,2280,3,0,7
2920,Serie A,Parma,Cornelius,11,26,Нападающий,26,17,11,9,3,1491,1,0,12
2921,Serie A,Parma,Colombi,34,28,Вратарь,4,4,4,0,34,360,0,0,-4
2922,Serie A,Parma,Brugman,15,27,Нападающий,23,17,6,6,12,1463,5,0,0
2923,Serie A,Parma,Kurtić,19,30,Полузащитник,20,18,15,2,0,1665,5,0,2
2924,Serie A,Parma,Pezzella,97,22,Правый защитник,22,8,6,14,14,943,2,0,0
2925,Serie A,Parma,Dërmaku,3,27,Центральный защитник,16,10,8,6,22,1022,2,0,0
2926,Serie A,Parma,Alastra,53,22,Вратарь,0,0,0,0,20,0,0,0,0
2927,Serie A,Parma,Scozzarella,21,31,Полузащитник,16,12,3,4,8,926,2,0,0
2928,Serie A,Parma,Laurini,16,30,Центральный защитник,15,10,3,5,17,886,4,0,0
2929,Serie A,Parma,Sprocati,93,26,Нападающий,20,4,1,16,18,578,0,0,1
2930,Serie A,Parma,Inglese,9,28,Центральный нападающий,17,8,1,9,0,765,1,0,4
2931,Serie A,Parma,Grassi,8,24,Центральный защитник,16,6,1,10,7,636,6,0,1
2932,Serie A,Parma,Karamoh,7,21,Нападающий,14,5,1,9,12,569,0,0,1
2933,Serie A,Parma,Caprari,20,26,Нападающий,12,7,1,5,5,590,1,0,2
2934,Serie A,Parma,Siligardi,26,31,Полузащитник,12,3,0,9,7,331,0,0,0
2935,Serie A,Parma,Regini,5,29,Центральный защитник,2,0,0,2,14,49,0,0,0
2936,Serie A,Parma,Adorante,88,19,Нападающий,0,0,0,0,9,0,0,0,0
2937,Serie A,Parma,Radu,92,22,Вратарь,0,0,0,0,7,0,0,0,0
2938,Serie A,Parma,Camara,23,17,Полузащитник,0,0,0,0,6,0,0,0,0
2939,Serie A,Parma,Balogh,41,17,Центральный защитник,0,0,0,0,4,0,0,0,0
2940,Serie A,Parma,Corvi,40,18,Вратарь,0,0,0,0,4,0,0,0,0
2941,Serie A,Parma,Kosznovszky,29,17,Полузащитник,0,0,0,0,3,0,0,0,0
2942,Serie A,Parma,Ricci,64,23,Центральный защитник,0,0,0,0,1,0,0,0,0
2943,Serie A,Parma,Ceravolo,30,32,Нападающий,0,0,0,0,1,0,0,0,0
2944,Serie A,Parma,Rigoni,32,35,Полузащитник,0,0,0,0,1,0,0,0,0
2945,Serie A,Parma,Machín,5,23,Полузащитник,0,0,0,0,1,0,0,0,0
2946,Serie A,Parma,Simonetti,66,23,Полузащитник,0,0,0,0,0,0,0,0,0
2947,Serie A,Parma,Minelli,36,20,Центральный защитник,0,0,0,0,0,0,0,0,0
2948,Serie A,Parma,Baraye,99,27,Нападающий,0,0,0,0,0,0,0,0,0
2949,Serie A,Parma,Munari,29,36,Полузащитник,0,0,0,0,0,0,0,0,0
2950,Serie A,Bologna,Skorupski,28,28,Вратарь,37,37,37,0,0,3330,2,0,-64
2951,Serie A,Bologna,Danilo,23,35,Центральный защитник,30,30,26,0,3,2642,10,1,2
2952,Serie A,Bologna,Tomiyasu,14,21,Центральный защитник,29,29,25,0,0,2532,8,0,1
2953,Serie A,Bologna,Denswil,4,26,Центральный защитник,26,25,23,1,7,2241,6,1,0
2954,Serie A,Bologna,Bani,13,26,Центральный защитник,27,26,21,1,2,2211,12,1,4
2955,Serie A,Bologna,Soriano,21,28,Полузащитник,29,29,18,0,0,2480,4,2,5
2956,Serie A,Bologna,Poli,16,30,Полузащитник,28,22,9,6,5,1926,5,0,2
2957,Serie A,Bologna,Medel,5,32,Полузащитник,23,22,9,1,2,1796,10,1,0
2958,Serie A,Bologna,Orsolini,7,22,Нападающий,37,32,15,5,1,2694,3,0,8
2959,Serie A,Bologna,Palacio,24,37,Нападающий,35,28,17,7,2,2521,5,0,7
2960,Serie A,Bologna,Sansone,10,28,Нападающий,33,26,15,7,1,2273,5,0,4
2961,Serie A,Bologna,Da Costa,1,36,Вратарь,1,1,1,0,37,90,0,0,-1
2962,Serie A,Bologna,Svanberg,32,20,Полузащитник,25,12,2,13,11,1049,2,0,1
2963,Serie A,Bologna,Mbaye,15,25,Центральный защитник,20,16,13,4,14,1507,5,0,0
2964,Serie A,Bologna,Skov Olsen,17,20,Нападающий,26,7,0,19,8,747,2,0,1
2965,Serie A,Bologna,Schouten,30,22,Полузащитник,19,13,6,6,12,1083,6,1,0
2966,Serie A,Bologna,Sarr,97,22,Вратарь,0,0,0,0,32,0,0,0,0
2967,Serie A,Bologna,Barrow,99,21,Нападающий,18,14,10,4,1,1354,1,0,9
2968,Serie A,Bologna,Santander,9,28,Нападающий,24,5,3,19,2,754,6,0,1
2969,Serie A,Bologna,Krejčí,11,27,Полузащитник,14,11,9,3,10,1050,1,0,1
2970,Serie A,Bologna,Dijks,35,26,Левый защитник,13,12,9,1,0,1008,5,0,0
2971,Serie A,Bologna,Domínguez,8,21,Полузащитник,16,7,1,9,4,696,1,0,0
2972,Serie A,Bologna,Džemaili,31,33,Полузащитник,14,8,4,6,4,697,2,0,1
2973,Serie A,Bologna,Juwara,26,18,Нападающий,7,1,0,6,16,148,1,0,1
2974,Serie A,Bologna,Corbo,25,19,Центральный защитник,2,1,1,1,35,121,1,0,0
2975,Serie A,Bologna,Baldursson,34,17,Полузащитник,7,0,0,7,8,136,0,0,0
2976,Serie A,Bologna,Destro,22,28,Нападающий,5,2,0,3,6,184,2,0,0
2977,Serie A,Bologna,Nehuén Paz,6,26,Центральный защитник,3,1,1,2,16,117,1,0,0
2978,Serie A,Bologna,Cangiano,29,18,Нападающий,3,0,0,3,10,18,0,0,0
2979,Serie A,Bologna,Bonini,6,18,Центральный защитник,1,0,0,1,12,6,0,0,0
2980,Serie A,Bologna,Michael,99,20,Полузащитник,1,1,0,0,0,77,0,0,0
2981,Serie A,Bologna,Ruffo Luci,70,18,Полузащитник,1,0,0,1,3,1,0,0,0
2982,Serie A,Bologna,Stanzani,72,19,Нападающий,0,0,0,0,3,0,0,0,0
2983,Serie A,Bologna,Mazza,80,19,Полузащитник,0,0,0,0,2,0,0,0,0
2984,Serie A,Bologna,Boloca,62,18,Центральный защитник,0,0,0,0,2,0,0,0,0
2985,Serie A,Bologna,Portanova,90,18,Центральный защитник,0,0,0,0,1,0,0,0,0
2986,Serie A,Bologna,Breza,20,21,Вратарь,0,0,0,0,1,0,0,0,0
2987,Serie A,Bologna,Molla,12,17,Вратарь,0,0,0,0,1,0,0,0,0
2988,Serie A,Bologna,Falcinelli,91,28,Нападающий,0,0,0,0,0,0,0,0,0
2989,Serie A,Bologna,Falletti,20,27,Полузащитник,0,0,0,0,0,0,0,0,0
2990,Serie A,Bologna,Calabresi,33,23,Центральный защитник,0,0,0,0,0,0,0,0,0
2991,Serie A,Udinese,Musso,1,25,Вратарь,38,38,38,0,0,3420,1,0,-51
2992,Serie A,Udinese,Larsen,19,28,Центральный защитник,33,32,24,1,0,2796,5,0,1
2993,Serie A,Udinese,Nuytinck,17,29,Центральный защитник,26,26,22,0,10,2229,2,0,0
2994,Serie A,Udinese,Troost-Ekong,5,26,Центральный защитник,30,29,27,1,6,2577,5,0,0
2995,Serie A,Udinese,Rodrigo Becão,50,23,Центральный защитник,29,24,21,5,6,2212,8,0,1
2996,Serie A,Udinese,De Paul,10,25,Полузащитник,34,33,26,1,0,2828,5,1,7
2997,Serie A,Udinese,Sema,12,26,Полузащитник,32,30,15,2,1,2466,6,0,2
2998,Serie A,Udinese,Fofana,6,24,Полузащитник,32,24,14,8,6,2251,4,0,3
2999,Serie A,Udinese,Lasagna,15,27,Нападающий,36,28,16,8,1,2573,1,0,10
3000,Serie A,Udinese,Okaka,7,30,Нападающий,33,28,15,5,0,2423,10,0,8
3001,Serie A,Udinese,Mandragora,38,22,Нападающий,26,24,18,2,1,2054,2,0,0
3002,Serie A,Udinese,Nicolas,88,31,Вратарь,0,0,0,0,38,0,0,0,0
3003,Serie A,Udinese,Jajalo,8,31,Полузащитник,26,19,10,7,2,1651,7,1,0
3004,Serie A,Udinese,Nestorovski,30,29,Нападающий,28,15,5,13,10,1249,4,0,3
3005,Serie A,Udinese,De Maio,87,32,Центральный защитник,21,17,13,4,15,1502,1,0,0
3006,Serie A,Udinese,Samir,3,25,Центральный защитник,21,16,15,5,8,1542,3,0,1
3007,Serie A,Udinese,Perisan,27,22,Вратарь,0,0,0,0,38,0,0,0,0
3008,Serie A,Udinese,Walace,11,24,Полузащитник,20,12,6,8,17,1137,2,0,0
3009,Serie A,Udinese,Ter Avest,18,22,Правый защитник,20,6,2,14,12,677,1,0,0
3010,Serie A,Udinese,Zeegelaar,77,29,Центральный защитник,13,6,0,7,5,591,3,0,0
3011,Serie A,Udinese,Teodorczyk,91,28,Нападающий,14,1,0,13,18,210,1,0,0
3012,Serie A,Udinese,Opoku,4,22,Центральный защитник,7,6,4,1,12,482,2,1,0
3013,Serie A,Udinese,Pussetto,23,24,Нападающий,12,2,0,10,6,333,1,0,1
3014,Serie A,Udinese,Barák,72,25,Полузащитник,8,1,0,7,13,189,1,0,0
3015,Serie A,Udinese,Sierralta,2,22,Центральный защитник,0,0,0,0,18,0,0,0,0
3016,Serie A,Udinese,Ballarini,61,18,Полузащитник,1,0,0,1,11,1,0,0,0
3017,Serie A,Udinese,Palumbo,64,17,Полузащитник,1,0,0,1,11,1,0,0,0
3018,Serie A,Udinese,Mazzolo,63,18,Центральный защитник,0,0,0,0,12,0,0,0,0
3019,Serie A,Udinese,Pezzella,97,22,Правый защитник,1,1,0,0,0,81,0,0,0
3020,Serie A,Udinese,Oviszach,65,18,Полузащитник,0,0,0,0,6,0,0,0,0
3021,Serie A,Udinese,Kubala,60,19,Полузащитник,0,0,0,0,5,0,0,0,0
3022,Serie A,Udinese,Compagnon,66,18,Полузащитник,0,0,0,0,5,0,0,0,0
3023,Serie A,Udinese,Lirussi,67,18,Нападающий,0,0,0,0,5,0,0,0,0
3024,Serie A,Udinese,Mallé,20,21,Полузащитник,0,0,0,0,1,0,0,0,0
3025,Serie A,Udinese,Coulibaly,45,20,Полузащитник,0,0,0,0,0,0,0,0,0
3026,Serie A,Udinese,Matos,70,26,Нападающий,0,0,0,0,0,0,0,0,0
3027,Serie A,Udinese,Ingelsson,13,21,Полузащитник,0,0,0,0,0,0,0,0,0
3028,Serie A,Udinese,Balić,99,22,Полузащитник,0,0,0,0,0,0,0,0,0
3029,Serie A,Udinese,Scuffet,22,23,Вратарь,0,0,0,0,0,0,0,0,0
3030,Serie A,Udinese,Perica,77,24,Нападающий,0,0,0,0,0,0,0,0,0
3031,Serie A,Udinese,Mićin,14,21,Полузащитник,0,0,0,0,0,0,0,0,0
3032,Serie A,Udinese,Gasparini,31,17,Вратарь,0,0,0,0,0,0,0,0,0
3033,Serie A,Cagliari,Olsen,90,29,Вратарь,17,17,16,0,6,1525,0,1,-24
3034,Serie A,Cagliari,Pisacane,19,33,Центральный защитник,30,28,22,2,5,2446,7,1,1
3035,Serie A,Cagliari,Pellegrini,33,20,Левый защитник,24,22,15,2,3,1913,10,0,0
3036,Serie A,Cagliari,Klavan,15,34,Центральный защитник,31,26,24,5,3,2352,4,0,0
3037,Serie A,Cagliari,João Pedro,10,27,Полузащитник,36,35,29,1,0,3156,6,0,18
3038,Serie A,Cagliari,Nández,18,24,Полузащитник,35,32,26,3,0,2901,14,0,2
3039,Serie A,Cagliari,Rog,6,24,Полузащитник,30,28,14,2,1,2329,10,0,1
3040,Serie A,Cagliari,Nainggolan,4,31,Полузащитник,26,25,13,1,0,2082,5,0,6
3041,Serie A,Cagliari,Ioniță,21,29,Полузащитник,34,21,10,13,3,1894,6,0,0
3042,Serie A,Cagliari,Cigarini,8,33,Полузащитник,22,19,10,3,8,1604,7,1,0
3043,Serie A,Cagliari,Simeone,99,24,Нападающий,37,34,18,3,0,2937,4,0,12
3044,Serie A,Cagliari,Cragno,28,25,Вратарь,16,16,16,0,3,1440,1,0,-21
3045,Serie A,Cagliari,Lykogiannis,22,26,Левый защитник,20,14,9,6,15,1337,4,0,0
3046,Serie A,Cagliari,Faragò,24,26,Полузащитник,21,14,12,7,5,1338,3,0,1
3047,Serie A,Cagliari,Ceppitelli,23,30,Центральный защитник,16,15,12,1,4,1249,5,0,2
3048,Serie A,Cagliari,Walukiewicz,40,19,Центральный защитник,14,13,10,1,22,1167,1,0,0
3049,Serie A,Cagliari,Rafael,1,37,Вратарь,6,5,5,1,31,453,0,0,-11
3050,Serie A,Cagliari,Cacciatore,12,33,Центральный защитник,16,14,10,2,2,1155,1,1,0
3051,Serie A,Cagliari,Mattiello,3,24,Полузащитник,18,9,5,9,12,925,3,0,0
3052,Serie A,Cagliari,Castro,29,30,Полузащитник,15,6,1,9,2,602,2,0,2
3053,Serie A,Cagliari,Birsa,14,33,Полузащитник,13,4,0,9,16,425,1,0,0
